"id","year","first_name","sex","num","popularity_type"
11551,1955,"Susan","F",47419,"Semi-trendy"
11552,1970,"Susan","F",15738,"Semi-trendy"
11553,1978,"Susan","F",5417,"Semi-trendy"
11554,1942,"Susan","F",12014,"Semi-trendy"
11555,1952,"Susan","F",41346,"Semi-trendy"
11556,1944,"Susan","F",16330,"Semi-trendy"
11557,1964,"Susan","F",31516,"Semi-trendy"
11558,1940,"Susan","F",6755,"Semi-trendy"
11559,1974,"Susan","F",8471,"Semi-trendy"
11560,1946,"Susan","F",28268,"Semi-trendy"
11561,1957,"Susan","F",45948,"Semi-trendy"
11562,1956,"Susan","F",46566,"Semi-trendy"
11563,1966,"Susan","F",23773,"Semi-trendy"
11564,1969,"Susan","F",17804,"Semi-trendy"
11565,1945,"Susan","F",19221,"Semi-trendy"
11566,1954,"Susan","F",47163,"Semi-trendy"
11567,1961,"Susan","F",37523,"Semi-trendy"
11568,1949,"Susan","F",37708,"Semi-trendy"
11569,1947,"Susan","F",31953,"Semi-trendy"
11570,1975,"Susan","F",7487,"Semi-trendy"
11571,1968,"Susan","F",19501,"Semi-trendy"
11572,1960,"Susan","F",39204,"Semi-trendy"
11573,1941,"Susan","F",8888,"Semi-trendy"
11574,1979,"Susan","F",5200,"Semi-trendy"
11575,1958,"Susan","F",45171,"Semi-trendy"
11576,1976,"Susan","F",6405,"Semi-trendy"
11577,1950,"Susan","F",38016,"Semi-trendy"
11578,1948,"Susan","F",35985,"Semi-trendy"
11579,1964,"Suzanne","F",6485,"Trendy"
11580,1962,"Suzanne","F",6856,"Trendy"
11581,1953,"Suzanne","F",5472,"Trendy"
11582,1949,"Suzanne","F",5609,"Trendy"
11583,1948,"Suzanne","F",5449,"Trendy"
11584,1966,"Suzanne","F",5684,"Trendy"
11585,1959,"Suzanne","F",5163,"Trendy"
11586,1946,"Suzanne","F",5948,"Trendy"
11587,1947,"Suzanne","F",6230,"Trendy"
11588,1950,"Suzanne","F",5267,"Trendy"
11589,1954,"Suzanne","F",5235,"Trendy"
11590,1965,"Suzanne","F",5913,"Trendy"
11591,1968,"Suzanne","F",5040,"Trendy"
11592,1956,"Suzanne","F",5023,"Trendy"
11593,1960,"Suzanne","F",5966,"Trendy"
11594,1955,"Suzanne","F",5136,"Trendy"
11595,1963,"Suzanne","F",6819,"Trendy"
11596,1967,"Suzanne","F",5487,"Trendy"
11597,1961,"Suzanne","F",6605,"Trendy"
11598,2005,"Sydney","F",7376,"Trendy"
11599,2009,"Sydney","F",5058,"Trendy"
11600,1997,"Sydney","F",8032,"Trendy"
11601,2006,"Sydney","F",6515,"Trendy"
11602,2004,"Sydney","F",8367,"Trendy"
11603,2003,"Sydney","F",8911,"Trendy"
11604,2001,"Sydney","F",9638,"Trendy"
11605,2000,"Sydney","F",10242,"Trendy"
11606,1996,"Sydney","F",7259,"Trendy"
11607,1998,"Sydney","F",8551,"Trendy"
11608,2008,"Sydney","F",5261,"Trendy"
11609,2007,"Sydney","F",6029,"Trendy"
11610,1995,"Sydney","F",7358,"Trendy"
11611,2002,"Sydney","F",9034,"Trendy"
11612,1999,"Sydney","F",9648,"Trendy"
11613,1966,"Tammy","F",18622,"Trendy"
11614,1972,"Tammy","F",14210,"Trendy"
11615,1973,"Tammy","F",11245,"Trendy"
11616,1969,"Tammy","F",19052,"Trendy"
11617,1959,"Tammy","F",13706,"Trendy"
11618,1974,"Tammy","F",9239,"Trendy"
11619,1960,"Tammy","F",14315,"Trendy"
11620,1967,"Tammy","F",18650,"Trendy"
11621,1971,"Tammy","F",17658,"Trendy"
11622,1970,"Tammy","F",19583,"Trendy"
11623,1964,"Tammy","F",20044,"Trendy"
11624,1958,"Tammy","F",9984,"Trendy"
11625,1975,"Tammy","F",7529,"Trendy"
11626,1961,"Tammy","F",15526,"Trendy"
11627,1965,"Tammy","F",18008,"Trendy"
11628,1968,"Tammy","F",20057,"Trendy"
11629,1963,"Tammy","F",21195,"Trendy"
11630,1962,"Tammy","F",16746,"Trendy"
11631,1976,"Tammy","F",6227,"Trendy"
11632,1977,"Tammy","F",5309,"Trendy"
11633,1975,"Tanya","F",5378,"Trendy"
11634,1974,"Tanya","F",5996,"Trendy"
11635,1972,"Tanya","F",5401,"Trendy"
11636,1973,"Tanya","F",5632,"Trendy"
11637,1979,"Tara","F",6808,"Trendy"
11638,1981,"Tara","F",6367,"Trendy"
11639,1980,"Tara","F",6284,"Trendy"
11640,1985,"Tara","F",6101,"Trendy"
11641,1974,"Tara","F",6655,"Trendy"
11642,1972,"Tara","F",7231,"Trendy"
11643,1976,"Tara","F",6023,"Trendy"
11644,1984,"Tara","F",6283,"Trendy"
11645,1971,"Tara","F",6335,"Trendy"
11646,1978,"Tara","F",6329,"Trendy"
11647,1977,"Tara","F",7197,"Trendy"
11648,1973,"Tara","F",6707,"Trendy"
11649,1986,"Tara","F",5084,"Trendy"
11650,1983,"Tara","F",6273,"Trendy"
11651,1982,"Tara","F",6524,"Trendy"
11652,1970,"Tara","F",5329,"Trendy"
11653,1975,"Tara","F",6457,"Trendy"
11654,1990,"Taylor","F",7260,"Semi-trendy"
11655,1993,"Taylor","F",21268,"Semi-trendy"
11656,1995,"Taylor","F",20425,"Semi-trendy"
11657,1997,"Taylor","F",19502,"Semi-trendy"
11658,1996,"Taylor","F",19153,"Semi-trendy"
11659,1995,"Taylor","M",5519,"Semi-trendy"
11660,1999,"Taylor","F",16905,"Semi-trendy"
11661,1992,"Taylor","F",14949,"Semi-trendy"
11662,2000,"Taylor","F",15078,"Semi-trendy"
11663,1992,"Taylor","M",8238,"Semi-trendy"
11664,2007,"Taylor","F",7962,"Semi-trendy"
11665,1990,"Taylor","M",6578,"Semi-trendy"
11666,2008,"Taylor","F",8338,"Semi-trendy"
11667,2001,"Taylor","F",13692,"Semi-trendy"
11668,2005,"Taylor","F",8672,"Semi-trendy"
11669,1998,"Taylor","F",18573,"Semi-trendy"
11670,2011,"Taylor","F",5191,"Semi-trendy"
11671,2004,"Taylor","F",9303,"Semi-trendy"
11672,2006,"Taylor","F",8562,"Semi-trendy"
11673,2002,"Taylor","F",11467,"Semi-trendy"
11674,1994,"Taylor","F",20732,"Semi-trendy"
11675,1993,"Taylor","M",7688,"Semi-trendy"
11676,1991,"Taylor","M",7969,"Semi-trendy"
11677,1994,"Taylor","M",6624,"Semi-trendy"
11678,2009,"Taylor","F",7585,"Semi-trendy"
11679,2010,"Taylor","F",5899,"Semi-trendy"
11680,2003,"Taylor","F",10313,"Semi-trendy"
11681,1991,"Taylor","F",10254,"Semi-trendy"
11682,1971,"Teresa","F",8563,"Semi-trendy"
11683,1962,"Teresa","F",18515,"Semi-trendy"
11684,1969,"Teresa","F",10356,"Semi-trendy"
11685,1966,"Teresa","F",13023,"Semi-trendy"
11686,1956,"Teresa","F",14467,"Semi-trendy"
11687,1963,"Teresa","F",17965,"Semi-trendy"
11688,1967,"Teresa","F",12268,"Semi-trendy"
11689,1972,"Teresa","F",7177,"Semi-trendy"
11690,1973,"Teresa","F",5988,"Semi-trendy"
11691,1974,"Teresa","F",5395,"Semi-trendy"
11692,1954,"Teresa","F",10844,"Semi-trendy"
11693,1965,"Teresa","F",14579,"Semi-trendy"
11694,1953,"Teresa","F",8934,"Semi-trendy"
11695,1970,"Teresa","F",9605,"Semi-trendy"
11696,1955,"Teresa","F",13121,"Semi-trendy"
11697,1957,"Teresa","F",15684,"Semi-trendy"
11698,1952,"Teresa","F",7293,"Semi-trendy"
11699,1951,"Teresa","F",6213,"Semi-trendy"
11700,1959,"Teresa","F",17390,"Semi-trendy"
11701,1960,"Teresa","F",18835,"Semi-trendy"
11702,1964,"Teresa","F",16418,"Semi-trendy"
11703,1961,"Teresa","F",18907,"Semi-trendy"
11704,1958,"Teresa","F",15605,"Semi-trendy"
11705,1968,"Teresa","F",10914,"Semi-trendy"
11706,1956,"Terri","F",5747,"Trendy"
11707,1965,"Terri","F",5376,"Trendy"
11708,1957,"Terri","F",6970,"Trendy"
11709,1958,"Terri","F",8183,"Trendy"
11710,1960,"Terri","F",8741,"Trendy"
11711,1955,"Terri","F",5153,"Trendy"
11712,1961,"Terri","F",8728,"Trendy"
11713,1959,"Terri","F",8783,"Trendy"
11714,1962,"Terri","F",8437,"Trendy"
11715,1963,"Terri","F",7703,"Trendy"
11716,1964,"Terri","F",7140,"Trendy"
11717,1966,"Terry","M",8457,"Semi-trendy"
11718,1956,"Terry","F",5273,"Semi-trendy"
11719,1951,"Terry","M",12218,"Semi-trendy"
11720,1955,"Terry","F",5353,"Semi-trendy"
11721,1950,"Terry","M",11431,"Semi-trendy"
11722,1958,"Terry","F",5327,"Semi-trendy"
11723,1961,"Terry","M",13188,"Semi-trendy"
11724,1947,"Terry","M",12754,"Semi-trendy"
11725,1945,"Terry","M",6834,"Semi-trendy"
11726,1962,"Terry","M",12296,"Semi-trendy"
11727,1963,"Terry","M",12466,"Semi-trendy"
11728,1943,"Terry","M",5735,"Semi-trendy"
11729,1948,"Terry","M",12135,"Semi-trendy"
11730,1959,"Terry","F",5213,"Semi-trendy"
11731,1964,"Terry","M",10865,"Semi-trendy"
11732,1970,"Terry","M",6185,"Semi-trendy"
11733,1956,"Terry","M",15056,"Semi-trendy"
11734,1954,"Terry","M",15557,"Semi-trendy"
11735,1957,"Terry","F",5264,"Semi-trendy"
11736,1960,"Terry","M",13916,"Semi-trendy"
11737,1952,"Terry","M",12442,"Semi-trendy"
11738,1965,"Terry","M",9091,"Semi-trendy"
11739,1968,"Terry","M",7091,"Semi-trendy"
11740,1971,"Terry","M",5862,"Semi-trendy"
11741,1958,"Terry","M",15005,"Semi-trendy"
11742,1944,"Terry","M",5975,"Semi-trendy"
11743,1969,"Terry","M",6417,"Semi-trendy"
11744,1957,"Terry","M",15610,"Semi-trendy"
11745,1967,"Terry","M",7685,"Semi-trendy"
11746,1946,"Terry","M",10675,"Semi-trendy"
11747,1959,"Terry","M",14540,"Semi-trendy"
11748,1953,"Terry","M",13257,"Semi-trendy"
11749,1949,"Terry","M",11460,"Semi-trendy"
11750,1955,"Terry","M",15580,"Semi-trendy"
11751,1921,"Thelma","F",7839,"Trendy"
11752,1920,"Thelma","F",7814,"Trendy"
11753,1929,"Thelma","F",5476,"Trendy"
11754,1928,"Thelma","F",5979,"Trendy"
11755,1925,"Thelma","F",6823,"Trendy"
11756,1923,"Thelma","F",7379,"Trendy"
11757,1922,"Thelma","F",7254,"Trendy"
11758,1927,"Thelma","F",6304,"Trendy"
11759,1924,"Thelma","F",7316,"Trendy"
11760,1926,"Thelma","F",6584,"Trendy"
11761,1930,"Thelma","F",5249,"Trendy"
11762,2019,"Theodore","M",7873,"Trendy"
11763,2020,"Theodore","M",8558,"Trendy"
11764,2017,"Theodore","M",5962,"Trendy"
11765,2018,"Theodore","M",7071,"Trendy"
11766,1960,"Theresa","F",11846,"Semi-trendy"
11767,1950,"Theresa","F",5629,"Semi-trendy"
11768,1967,"Theresa","F",8105,"Semi-trendy"
11769,1957,"Theresa","F",11179,"Semi-trendy"
11770,1928,"Theresa","F",5332,"Semi-trendy"
11771,1958,"Theresa","F",11454,"Semi-trendy"
11772,1951,"Theresa","F",6193,"Semi-trendy"
11773,1956,"Theresa","F",10843,"Semi-trendy"
11774,1964,"Theresa","F",10562,"Semi-trendy"
11775,1963,"Theresa","F",11037,"Semi-trendy"
11776,1953,"Theresa","F",7716,"Semi-trendy"
11777,1968,"Theresa","F",7305,"Semi-trendy"
11778,1962,"Theresa","F",11058,"Semi-trendy"
11779,1927,"Theresa","F",5128,"Semi-trendy"
11780,1969,"Theresa","F",6856,"Semi-trendy"
11781,1959,"Theresa","F",11647,"Semi-trendy"
11782,1966,"Theresa","F",8700,"Semi-trendy"
11783,1949,"Theresa","F",5603,"Semi-trendy"
11784,1970,"Theresa","F",6412,"Semi-trendy"
11785,1952,"Theresa","F",6810,"Semi-trendy"
11786,1961,"Theresa","F",11965,"Semi-trendy"
11787,1971,"Theresa","F",5446,"Semi-trendy"
11788,1948,"Theresa","F",5556,"Semi-trendy"
11789,1929,"Theresa","F",5067,"Semi-trendy"
11790,1955,"Theresa","F",9619,"Semi-trendy"
11791,1965,"Theresa","F",9682,"Semi-trendy"
11792,1954,"Theresa","F",8512,"Semi-trendy"
11793,1935,"Thomas","M",17683,"Classic"
11794,2019,"Thomas","M",6628,"Classic"
11795,1969,"Thomas","M",27470,"Classic"
11796,1922,"Thomas","M",15263,"Classic"
11797,2012,"Thomas","M",6844,"Classic"
11798,1957,"Thomas","M",44595,"Classic"
11799,2001,"Thomas","M",12147,"Classic"
11800,1980,"Thomas","M",17568,"Classic"
11801,1947,"Thomas","M",44838,"Classic"
11802,1993,"Thomas","M",14865,"Classic"
11803,1982,"Thomas","M",17587,"Classic"
11804,2014,"Thomas","M",7033,"Classic"
11805,1970,"Thomas","M",26689,"Classic"
11806,1959,"Thomas","M",40273,"Classic"
11807,1966,"Thomas","M",29011,"Classic"
11808,1994,"Thomas","M",14909,"Classic"
11809,1923,"Thomas","M",15884,"Classic"
11810,1964,"Thomas","M",34449,"Classic"
11811,1976,"Thomas","M",16128,"Classic"
11812,1946,"Thomas","M",38871,"Classic"
11813,1998,"Thomas","M",12885,"Classic"
11814,2006,"Thomas","M",9510,"Classic"
11815,1924,"Thomas","M",16555,"Classic"
11816,1945,"Thomas","M",31870,"Classic"
11817,1961,"Thomas","M",37555,"Classic"
11818,1925,"Thomas","M",16689,"Classic"
11819,1921,"Thomas","M",15307,"Classic"
11820,1926,"Thomas","M",16595,"Classic"
11821,2010,"Thomas","M",7129,"Classic"
11822,1989,"Thomas","M",18437,"Classic"
11823,1988,"Thomas","M",18809,"Classic"
11824,1977,"Thomas","M",16589,"Classic"
11825,2013,"Thomas","M",6792,"Classic"
11826,1971,"Thomas","M",23161,"Classic"
11827,1928,"Thomas","M",16580,"Classic"
11828,1956,"Thomas","M",44815,"Classic"
11829,1929,"Thomas","M",16275,"Classic"
11830,1981,"Thomas","M",17170,"Classic"
11831,2007,"Thomas","M",8929,"Classic"
11832,1949,"Thomas","M",45201,"Classic"
11833,1963,"Thomas","M",35506,"Classic"
11834,2008,"Thomas","M",8361,"Classic"
11835,1944,"Thomas","M",31601,"Classic"
11836,1927,"Thomas","M",17028,"Classic"
11837,1920,"Thomas","M",14938,"Classic"
11838,1955,"Thomas","M",45865,"Classic"
11839,1999,"Thomas","M",12791,"Classic"
11840,1951,"Thomas","M",48282,"Classic"
11841,1975,"Thomas","M",16545,"Classic"
11842,1987,"Thomas","M",18132,"Classic"
11843,1930,"Thomas","M",17011,"Classic"
11844,2018,"Thomas","M",6814,"Classic"
11845,2005,"Thomas","M",10038,"Classic"
11846,1943,"Thomas","M",32870,"Classic"
11847,1958,"Thomas","M",42064,"Classic"
11848,1942,"Thomas","M",31099,"Classic"
11849,2017,"Thomas","M",7169,"Classic"
11850,1997,"Thomas","M",12896,"Classic"
11851,1972,"Thomas","M",19572,"Classic"
11852,1984,"Thomas","M",17599,"Classic"
11853,1983,"Thomas","M",17571,"Classic"
11854,2011,"Thomas","M",6920,"Classic"
11855,1941,"Thomas","M",26642,"Classic"
11856,1992,"Thomas","M",15283,"Classic"
11857,1990,"Thomas","M",18223,"Classic"
11858,1931,"Thomas","M",16847,"Classic"
11859,1968,"Thomas","M",27439,"Classic"
11860,1995,"Thomas","M",14162,"Classic"
11861,1979,"Thomas","M",16474,"Classic"
11862,2015,"Thomas","M",7190,"Classic"
11863,1965,"Thomas","M",31625,"Classic"
11864,1960,"Thomas","M",39273,"Classic"
11865,1932,"Thomas","M",16836,"Classic"
11866,2020,"Thomas","M",6386,"Classic"
11867,1933,"Thomas","M",16501,"Classic"
11868,1940,"Thomas","M",23989,"Classic"
11869,2003,"Thomas","M",10933,"Classic"
11870,1978,"Thomas","M",16492,"Classic"
11871,2004,"Thomas","M",10501,"Classic"
11872,1967,"Thomas","M",28265,"Classic"
11873,2016,"Thomas","M",7359,"Classic"
11874,1934,"Thomas","M",17368,"Classic"
11875,2000,"Thomas","M",12639,"Classic"
11876,1974,"Thomas","M",17280,"Classic"
11877,2002,"Thomas","M",11293,"Classic"
11878,1953,"Thomas","M",47004,"Classic"
11879,1962,"Thomas","M",36519,"Classic"
11880,1952,"Thomas","M",48648,"Classic"
11881,1950,"Thomas","M",45597,"Classic"
11882,1939,"Thomas","M",22130,"Classic"
11883,2009,"Thomas","M",7724,"Classic"
11884,1938,"Thomas","M",21380,"Classic"
11885,1937,"Thomas","M",19772,"Classic"
11886,1948,"Thomas","M",43777,"Classic"
11887,1996,"Thomas","M",13801,"Classic"
11888,1991,"Thomas","M",16788,"Classic"
11889,1936,"Thomas","M",18343,"Classic"
11890,1954,"Thomas","M",47165,"Classic"
11891,1973,"Thomas","M",17933,"Classic"
11892,1986,"Thomas","M",17356,"Classic"
11893,1985,"Thomas","M",17605,"Classic"
11894,1982,"Tiffany","F",17174,"Semi-trendy"
11895,1987,"Tiffany","F",14743,"Semi-trendy"
11896,1994,"Tiffany","F",8096,"Semi-trendy"
11897,1981,"Tiffany","F",16413,"Semi-trendy"
11898,1976,"Tiffany","F",7485,"Semi-trendy"
11899,1996,"Tiffany","F",6158,"Semi-trendy"
11900,1983,"Tiffany","F",15961,"Semi-trendy"
11901,1997,"Tiffany","F",5221,"Semi-trendy"
11902,1988,"Tiffany","F",18365,"Semi-trendy"
11903,1977,"Tiffany","F",7206,"Semi-trendy"
11904,1990,"Tiffany","F",13160,"Semi-trendy"
11905,1971,"Tiffany","F",5413,"Semi-trendy"
11906,1975,"Tiffany","F",6918,"Semi-trendy"
11907,1992,"Tiffany","F",9720,"Semi-trendy"
11908,1995,"Tiffany","F",6935,"Semi-trendy"
11909,1984,"Tiffany","F",15859,"Semi-trendy"
11910,1978,"Tiffany","F",7700,"Semi-trendy"
11911,1974,"Tiffany","F",6478,"Semi-trendy"
11912,1980,"Tiffany","F",16230,"Semi-trendy"
11913,1991,"Tiffany","F",11155,"Semi-trendy"
11914,1993,"Tiffany","F",8586,"Semi-trendy"
11915,1985,"Tiffany","F",13681,"Semi-trendy"
11916,1979,"Tiffany","F",9612,"Semi-trendy"
11917,1986,"Tiffany","F",14483,"Semi-trendy"
11918,1989,"Tiffany","F",15717,"Semi-trendy"
11919,1973,"Tiffany","F",5500,"Semi-trendy"
11920,1959,"Tim","M",6833,"Trendy"
11921,1960,"Tim","M",6933,"Trendy"
11922,1963,"Tim","M",5014,"Trendy"
11923,1962,"Tim","M",5592,"Trendy"
11924,1961,"Tim","M",6246,"Trendy"
11925,1958,"Tim","M",5547,"Trendy"
11926,1975,"Timothy","M",15959,"Semi-classic"
11927,1946,"Timothy","M",5152,"Semi-classic"
11928,1965,"Timothy","M",28346,"Semi-classic"
11929,1996,"Timothy","M",8919,"Semi-classic"
11930,1984,"Timothy","M",16995,"Semi-classic"
11931,1981,"Timothy","M",18230,"Semi-classic"
11932,1956,"Timothy","M",23279,"Semi-classic"
11933,2000,"Timothy","M",7260,"Semi-classic"
11934,1980,"Timothy","M",19154,"Semi-classic"
11935,1983,"Timothy","M",16367,"Semi-classic"
11936,1955,"Timothy","M",20737,"Semi-classic"
11937,1988,"Timothy","M",16806,"Semi-classic"
11938,1966,"Timothy","M",28929,"Semi-classic"
11939,1991,"Timothy","M",14148,"Semi-classic"
11940,2003,"Timothy","M",5484,"Semi-classic"
11941,1979,"Timothy","M",19081,"Semi-classic"
11942,1999,"Timothy","M",7592,"Semi-classic"
11943,1970,"Timothy","M",22437,"Semi-classic"
11944,1959,"Timothy","M",30750,"Semi-classic"
11945,1957,"Timothy","M",24726,"Semi-classic"
11946,2002,"Timothy","M",6020,"Semi-classic"
11947,1978,"Timothy","M",19599,"Semi-classic"
11948,1977,"Timothy","M",17983,"Semi-classic"
11949,1954,"Timothy","M",17436,"Semi-classic"
11950,1947,"Timothy","M",6748,"Semi-classic"
11951,2004,"Timothy","M",5231,"Semi-classic"
11952,1958,"Timothy","M",28773,"Semi-classic"
11953,1997,"Timothy","M",8503,"Semi-classic"
11954,1949,"Timothy","M",9345,"Semi-classic"
11955,1948,"Timothy","M",8042,"Semi-classic"
11956,1953,"Timothy","M",15185,"Semi-classic"
11957,1967,"Timothy","M",28591,"Semi-classic"
11958,1993,"Timothy","M",11637,"Semi-classic"
11959,1961,"Timothy","M",28239,"Semi-classic"
11960,2005,"Timothy","M",5031,"Semi-classic"
11961,2001,"Timothy","M",6422,"Semi-classic"
11962,1964,"Timothy","M",28101,"Semi-classic"
11963,1986,"Timothy","M",16876,"Semi-classic"
11964,1989,"Timothy","M",16425,"Semi-classic"
11965,1952,"Timothy","M",14170,"Semi-classic"
11966,1992,"Timothy","M",12859,"Semi-classic"
11967,1963,"Timothy","M",27191,"Semi-classic"
11968,1987,"Timothy","M",17393,"Semi-classic"
11969,1974,"Timothy","M",15896,"Semi-classic"
11970,1971,"Timothy","M",20096,"Semi-classic"
11971,1982,"Timothy","M",17466,"Semi-classic"
11972,1972,"Timothy","M",17608,"Semi-classic"
11973,1968,"Timothy","M",26511,"Semi-classic"
11974,1951,"Timothy","M",12705,"Semi-classic"
11975,1976,"Timothy","M",16627,"Semi-classic"
11976,1985,"Timothy","M",17142,"Semi-classic"
11977,1950,"Timothy","M",10503,"Semi-classic"
11978,1990,"Timothy","M",15692,"Semi-classic"
11979,1969,"Timothy","M",23364,"Semi-classic"
11980,1962,"Timothy","M",27092,"Semi-classic"
11981,1995,"Timothy","M",9787,"Semi-classic"
11982,1973,"Timothy","M",16044,"Semi-classic"
11983,1994,"Timothy","M",10766,"Semi-classic"
11984,1998,"Timothy","M",7845,"Semi-classic"
11985,1960,"Timothy","M",30476,"Semi-classic"
11986,1963,"Tina","F",12159,"Semi-trendy"
11987,1964,"Tina","F",12549,"Semi-trendy"
11988,1961,"Tina","F",10521,"Semi-trendy"
11989,1957,"Tina","F",5856,"Semi-trendy"
11990,1960,"Tina","F",9127,"Semi-trendy"
11991,1973,"Tina","F",9309,"Semi-trendy"
11992,1956,"Tina","F",5329,"Semi-trendy"
11993,1975,"Tina","F",7066,"Semi-trendy"
11994,1968,"Tina","F",14772,"Semi-trendy"
11995,1962,"Tina","F",12780,"Semi-trendy"
11996,1967,"Tina","F",14159,"Semi-trendy"
11997,1978,"Tina","F",5699,"Semi-trendy"
11998,1976,"Tina","F",5747,"Semi-trendy"
11999,1972,"Tina","F",11521,"Semi-trendy"
12000,1965,"Tina","F",12827,"Semi-trendy"
12001,1971,"Tina","F",13266,"Semi-trendy"
12002,1969,"Tina","F",13604,"Semi-trendy"
12003,1974,"Tina","F",8667,"Semi-trendy"
12004,1958,"Tina","F",6620,"Semi-trendy"
12005,1970,"Tina","F",13864,"Semi-trendy"
12006,1959,"Tina","F",7917,"Semi-trendy"
12007,1966,"Tina","F",13893,"Semi-trendy"
12008,1971,"Todd","M",12064,"Trendy"
12009,1978,"Todd","M",5502,"Trendy"
12010,1975,"Todd","M",7156,"Trendy"
12011,1974,"Todd","M",7850,"Trendy"
12012,1966,"Todd","M",13561,"Trendy"
12013,1973,"Todd","M",8679,"Trendy"
12014,1960,"Todd","M",5747,"Trendy"
12015,1968,"Todd","M",14659,"Trendy"
12016,1965,"Todd","M",13939,"Trendy"
12017,1962,"Todd","M",12748,"Trendy"
12018,1967,"Todd","M",13454,"Trendy"
12019,1972,"Todd","M",9983,"Trendy"
12020,1970,"Todd","M",14429,"Trendy"
12021,1976,"Todd","M",6443,"Trendy"
12022,1963,"Todd","M",14793,"Trendy"
12023,1964,"Todd","M",15351,"Trendy"
12024,1969,"Todd","M",14750,"Trendy"
12025,1961,"Todd","M",9751,"Trendy"
12026,1977,"Todd","M",6278,"Trendy"
12027,1959,"Tom","M",5061,"Trendy"
12028,1958,"Tony","M",6940,"Trendy"
12029,1970,"Tony","M",5481,"Trendy"
12030,1964,"Tony","M",7202,"Trendy"
12031,1960,"Tony","M",7996,"Trendy"
12032,1969,"Tony","M",5515,"Trendy"
12033,1968,"Tony","M",5878,"Trendy"
12034,1957,"Tony","M",5859,"Trendy"
12035,1963,"Tony","M",7881,"Trendy"
12036,1959,"Tony","M",7561,"Trendy"
12037,1966,"Tony","M",6570,"Trendy"
12038,1965,"Tony","M",6821,"Trendy"
12039,1967,"Tony","M",6221,"Trendy"
12040,1962,"Tony","M",8192,"Trendy"
12041,1961,"Tony","M",8300,"Trendy"
12042,1973,"Tonya","F",7183,"Trendy"
12043,1970,"Tonya","F",7139,"Trendy"
12044,1971,"Tonya","F",6899,"Trendy"
12045,1967,"Tonya","F",5164,"Trendy"
12046,1968,"Tonya","F",5663,"Trendy"
12047,1969,"Tonya","F",6167,"Trendy"
12048,1974,"Tonya","F",6876,"Trendy"
12049,1975,"Tonya","F",5899,"Trendy"
12050,1972,"Tonya","F",7244,"Trendy"
12051,1970,"Tracey","F",6230,"Trendy"
12052,1966,"Tracey","F",5125,"Trendy"
12053,1969,"Tracey","F",5624,"Trendy"
12054,1978,"Tracy","F",5629,"Trendy"
12055,1977,"Tracy","F",5756,"Trendy"
12056,1972,"Tracy","F",11436,"Trendy"
12057,1961,"Tracy","F",6988,"Trendy"
12058,1979,"Tracy","F",5389,"Trendy"
12059,1968,"Tracy","F",12746,"Trendy"
12060,1960,"Tracy","F",5767,"Trendy"
12061,1966,"Tracy","F",12502,"Trendy"
12062,1973,"Tracy","F",9913,"Trendy"
12063,1969,"Tracy","F",15109,"Trendy"
12064,1963,"Tracy","F",9073,"Trendy"
12065,1962,"Tracy","F",8308,"Trendy"
12066,1964,"Tracy","F",10165,"Trendy"
12067,1970,"Tracy","F",18467,"Trendy"
12068,1965,"Tracy","F",11173,"Trendy"
12069,1971,"Tracy","F",14327,"Trendy"
12070,1967,"Tracy","F",11952,"Trendy"
12071,1975,"Tracy","F",8509,"Trendy"
12072,1976,"Tracy","F",6823,"Trendy"
12073,1974,"Tracy","F",9288,"Trendy"
12074,1993,"Travis","M",7939,"Semi-trendy"
12075,1972,"Travis","M",5140,"Semi-trendy"
12076,1976,"Travis","M",6835,"Semi-trendy"
12077,1980,"Travis","M",10768,"Semi-trendy"
12078,1987,"Travis","M",10399,"Semi-trendy"
12079,1981,"Travis","M",10108,"Semi-trendy"
12080,1995,"Travis","M",5602,"Semi-trendy"
12081,1991,"Travis","M",10135,"Semi-trendy"
12082,1983,"Travis","M",10482,"Semi-trendy"
12083,1971,"Travis","M",5016,"Semi-trendy"
12084,1975,"Travis","M",5962,"Semi-trendy"
12085,1994,"Travis","M",6800,"Semi-trendy"
12086,1982,"Travis","M",10417,"Semi-trendy"
12087,1985,"Travis","M",9095,"Semi-trendy"
12088,1996,"Travis","M",5158,"Semi-trendy"
12089,1977,"Travis","M",7277,"Semi-trendy"
12090,1989,"Travis","M",11527,"Semi-trendy"
12091,1974,"Travis","M",5700,"Semi-trendy"
12092,1988,"Travis","M",11419,"Semi-trendy"
12093,1986,"Travis","M",8481,"Semi-trendy"
12094,1984,"Travis","M",10247,"Semi-trendy"
12095,1973,"Travis","M",5869,"Semi-trendy"
12096,1992,"Travis","M",8891,"Semi-trendy"
12097,1990,"Travis","M",11455,"Semi-trendy"
12098,1978,"Travis","M",6956,"Semi-trendy"
12099,1979,"Travis","M",11053,"Semi-trendy"
12100,2000,"Trevor","M",5745,"Trendy"
12101,2002,"Trevor","M",5060,"Trendy"
12102,1998,"Trevor","M",6598,"Trendy"
12103,1995,"Trevor","M",6009,"Trendy"
12104,1993,"Trevor","M",6010,"Trendy"
12105,1994,"Trevor","M",6359,"Trendy"
12106,1990,"Trevor","M",5141,"Trendy"
12107,1996,"Trevor","M",5841,"Trendy"
12108,1999,"Trevor","M",6256,"Trendy"
12109,1997,"Trevor","M",6001,"Trendy"
12110,1991,"Trevor","M",5530,"Trendy"
